date,browser,visits
2019-10-27,Chrome,13266742
2019-10-27,Safari,8902929
2019-10-27,Edge,1134186
2019-10-27,Firefox,1055585
2019-10-27,Internet Explorer,760504
2019-10-27,Samsung Internet,693437
2019-10-27,Safari (in-app),336685
2019-10-27,Android Webview,334835
2019-10-27,Opera,96729
2019-10-27,Amazon Silk,74191
2019-10-27,Opera Mini,60943
2019-10-27,UC Browser,34993
2019-10-27,YaBrowser,21394
2019-10-27,Mercari_d,8804
2019-10-27,Mozilla Compatible Agent,7370
2019-10-27,Android Browser,7329
2019-10-27,Coc Coc,5305
2019-10-27,Puffin,2017
2019-10-27,ThousandEyes,2015
2019-10-27,Mozilla,1223
2019-10-27,Playstation 4,1209
2019-10-27,BlackBerry,1184
2019-10-27,Amazon.com,1101
2019-10-27,SeaMonkey,1071
2019-10-27,Maxthon,1005
2019-10-27,Papers,634
2019-10-27,Carousel,595
2019-10-27,IRS - TRG19-01Loeim,576
2019-10-27,United States Postal Service - TRG19-01Loeim,576
2019-10-27,candroid,411
2019-10-27,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,402
2019-10-27,[FBAN,373
2019-10-27,MagentaNews,337
2019-10-27,StatusCake_Pagespeed_Indev,278
2019-10-27,MRCHROME,264
2019-10-27,Netscape,208
2019-10-27,Nintendo Browser,176
2019-10-27,osee2unifiedRelease,145
2019-10-27,fuelbot,130
2019-10-27,"""Mozilla",128
2019-10-27,Iron,116
2019-10-27,Playstation 3,98
2019-10-27,UCWEB,98
2019-10-27,LeapPadUltimate,87
2019-10-27,BestBuy,86
2019-10-27,Google-Test2,76
2019-10-27,LeapPad3Explorer,62
2019-10-27,DoximityWebView,61
2019-10-27,Nokia Browser,50
2019-10-27,Uzbl,49
2019-10-27,iPhone,49
2019-10-27,AdobeAIR,47
2019-10-27,NetFront,47
2019-10-27,Playstation Vita Browser,44
2019-10-27,Seznam,42
2019-10-27,LeapPadPlatinum,35
2019-10-27,Emb,29
2019-10-27,Bluebeam Revu Browser - cef version: 57.0.0.0,26
2019-10-27,pa11y,24
2019-10-27,(not set),23
2019-10-27,+Simple Browser,22
2019-10-27,com.airfind.deltabrowser,22
2019-10-27,DDG-Android-3.1.0,19
2019-10-27,Airbnb,18
2019-10-27,Mobile IOS 9.0.1.1; Mozilla,17
2019-10-27,Sephora 19.8,17
2019-10-27,Lunascape,16
2019-10-27,bitdiscovery,16
2019-10-27,Nintendo 3DS Browser,15
2019-10-27,C:,14
2019-10-27,IE with Chrome Frame,14
2019-10-27,Outlook-iOS,14
2019-10-27,ZhihuHybrid DefaultBrowser osee2unifiedRelease,14
2019-10-27,Windows NT 6.1,11
2019-10-28,Chrome,24655158
2019-10-28,Safari,13189868
2019-10-28,Internet Explorer,3735937
2019-10-28,Edge,2184534
2019-10-28,Firefox,2065802
2019-10-28,Samsung Internet,1051937
2019-10-28,Safari (in-app),426268
2019-10-28,Android Webview,399931
2019-10-28,Opera,131311
2019-10-28,Amazon Silk,87206
2019-10-28,Opera Mini,69883
2019-10-28,UC Browser,41532
2019-10-28,Mercari_d,29855
2019-10-28,YaBrowser,24488
2019-10-28,Mozilla Compatible Agent,10644
2019-10-28,Android Browser,8948
2019-10-28,Coc Coc,6197
2019-10-28,Puffin,2501
2019-10-28,ThousandEyes,2014
2019-10-28,Mozilla,1945
2019-10-28,SeaMonkey,1690
2019-10-28,Amazon.com,1533
2019-10-28,BlackBerry,1448
2019-10-28,Playstation 4,1239
2019-10-28,Maxthon,1184
2019-10-28,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1148
2019-10-28,Papers,994
2019-10-28,candroid,688
2019-10-28,Carousel,605
2019-10-28,IRS - TRG19-01Loeim,576
2019-10-28,United States Postal Service - TRG19-01Loeim,575
2019-10-28,[FBAN,435
2019-10-28,MagentaNews,428
2019-10-28,Iron,341
2019-10-28,MRCHROME,309
2019-10-28,pa11y,295
2019-10-28,StatusCake_Pagespeed_Indev,278
2019-10-28,BestBuy,230
2019-10-28,Bluebeam Revu Browser - cef version: 57.0.0.0,208
2019-10-28,Netscape,207
2019-10-28,"""Mozilla",166
2019-10-28,Nintendo Browser,141
2019-10-28,osee2unifiedRelease,138
2019-10-28,UCWEB,120
2019-10-28,fuelbot,106
2019-10-28,Playstation 3,97
2019-10-28,(not set),93
2019-10-28,Sephora 19.8,73
2019-10-28,Playstation Vita Browser,67
2019-10-28,AdobeAIR,63
2019-10-28,Emb,62
2019-10-28,Seznam,61
2019-10-28,snapchat.com,61
2019-10-28,Nokia Browser,54
2019-10-28,LeapPadUltimate,51
2019-10-28,Uzbl,46
2019-10-28,LeapPad3Explorer,45
2019-10-28,NE3,44
2019-10-28,NetFront,44
2019-10-28,com.airfind.deltabrowser,41
2019-10-28,iPhone,37
2019-10-28,com.seekingalpha.webwrapper,34
2019-10-28,DoximityWebView,30
2019-10-28,DingTalkBot-LinkService,29
2019-10-28,IE with Chrome Frame,27
2019-10-28,DDG-Android-3.1.0,24
2019-10-28,Nintendo 3DS Browser,24
2019-10-28,Airbnb,21
2019-10-28,Google-Test2,21
2019-10-28,+Simple Browser,20
2019-10-28,Outlook-iOS,20
2019-10-28,ZhihuHybrid DefaultBrowser osee2unifiedRelease,19
2019-10-28,--ignore-ssl-errors=true,18
2019-10-28,Mobile IOS 9.0.1.1; Mozilla,18
2019-10-28,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,16
2019-10-28,Android Runtime,15
2019-10-28,LeapPadPlatinum,15
2019-10-28,LiveSlides,15
2019-10-28,Lunascape,15
2019-10-28,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-8.6.0-Mozilla,14
2019-10-28,Windows NT 6.1,11
2019-10-29,Chrome,24652900
2019-10-29,Safari,13216041
2019-10-29,Internet Explorer,3773643
2019-10-29,Edge,2175163
2019-10-29,Firefox,2059845
2019-10-29,Samsung Internet,1069872
2019-10-29,Safari (in-app),389885
2019-10-29,Android Webview,379617
2019-10-29,Opera,131954
2019-10-29,Amazon Silk,88957
2019-10-29,Opera Mini,72191
2019-10-29,UC Browser,42156
2019-10-29,YaBrowser,25534
2019-10-29,Mercari_d,22567
2019-10-29,Mozilla Compatible Agent,10662
2019-10-29,Android Browser,8408
2019-10-29,Coc Coc,6277
2019-10-29,Puffin,2467
2019-10-29,Mozilla,2082
2019-10-29,ThousandEyes,2015
2019-10-29,SeaMonkey,1679
2019-10-29,Papers,1570
2019-10-29,BlackBerry,1521
2019-10-29,Amazon.com,1249
2019-10-29,Playstation 4,1244
2019-10-29,Maxthon,1132
2019-10-29,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1007
2019-10-29,candroid,656
2019-10-29,Carousel,583
2019-10-29,United States Postal Service - TRG19-01Loeim,577
2019-10-29,IRS - TRG19-01Loeim,576
2019-10-29,Iron,525
2019-10-29,[FBAN,392
2019-10-29,MagentaNews,323
2019-10-29,MRCHROME,305
2019-10-29,StatusCake_Pagespeed_Indev,278
2019-10-29,BestBuy,273
2019-10-29,pa11y,234
2019-10-29,Netscape,228
2019-10-29,osee2unifiedRelease,179
2019-10-29,fuelbot,154
2019-10-29,Bluebeam Revu Browser - cef version: 57.0.0.0,150
2019-10-29,Nintendo Browser,142
2019-10-29,UCWEB,126
2019-10-29,"""Mozilla",104
2019-10-29,(not set),104
2019-10-29,CyberCycloneBot,98
2019-10-29,Playstation 3,91
2019-10-29,Nokia Browser,79
2019-10-29,Playstation Vita Browser,67
2019-10-29,Sephora 19.8,66
2019-10-29,Seznam,62
2019-10-29,Google-Test2,58
2019-10-29,AdobeAIR,52
2019-10-29,snapchat.com,52
2019-10-29,Uzbl,51
2019-10-29,NetFront,45
2019-10-29,LeapPadUltimate,43
2019-10-29,iPhone,43
2019-10-29,LeapPad3Explorer,42
2019-10-29,com.seekingalpha.webwrapper,42
2019-10-29,Emb,38
2019-10-29,com.airfind.deltabrowser,35
2019-10-29,LeapPadPlatinum,34
2019-10-29,DingTalkBot-LinkService,33
2019-10-29,Mobile IOS 9.0.1.1; Mozilla,31
2019-10-29,Outlook-iOS,30
2019-10-29,bitdiscovery,28
2019-10-29,Airbnb,26
2019-10-29,+Simple Browser,22
2019-10-29,IE with Chrome Frame,22
2019-10-29,DoximityWebView,21
2019-10-29,Lunascape,20
2019-10-29,NE3,20
2019-10-29,Windows NT 6.1,19
2019-10-29,LiveSlides,18
2019-10-29,ZhihuHybrid DefaultBrowser osee2unifiedRelease,17
2019-10-29,YE,16
2019-10-29,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,16
2019-10-29,com.vk.vkclient,15
2019-10-29,Android Runtime,14
2019-10-29,Instagram 116.0.0.24.361,14
2019-10-29,Box,13
2019-10-29,DDG-Android-3.1.0,12
2019-10-29,Nintendo 3DS Browser,12
2019-10-29,Sephora 19.7.1,11
2019-10-30,Chrome,24142330
2019-10-30,Safari,12971880
2019-10-30,Internet Explorer,3656393
2019-10-30,Edge,2141298
2019-10-30,Firefox,2010012
2019-10-30,Samsung Internet,1060991
2019-10-30,Safari (in-app),402106
2019-10-30,Android Webview,366380
2019-10-30,Opera,132675
2019-10-30,Amazon Silk,90983
2019-10-30,Opera Mini,72005
2019-10-30,UC Browser,44630
2019-10-30,YaBrowser,25711
2019-10-30,Mercari_d,22125
2019-10-30,Mozilla Compatible Agent,11415
2019-10-30,Android Browser,9408
2019-10-30,Coc Coc,6214
2019-10-30,Puffin,2639
2019-10-30,ThousandEyes,2014
2019-10-30,Mozilla,1933
2019-10-30,SeaMonkey,1772
2019-10-30,BlackBerry,1551
2019-10-30,Playstation 4,1356
2019-10-30,Maxthon,1336
2019-10-30,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1045
2019-10-30,Amazon.com,1012
2019-10-30,Carousel,582
2019-10-30,IRS - TRG19-01Loeim,576
2019-10-30,United States Postal Service - TRG19-01Loeim,576
2019-10-30,candroid,535
2019-10-30,[FBAN,432
2019-10-30,Iron,406
2019-10-30,MagentaNews,391
2019-10-30,MRCHROME,306
2019-10-30,StatusCake_Pagespeed_Indev,279
2019-10-30,BestBuy,255
2019-10-30,Papers,249
2019-10-30,Netscape,221
2019-10-30,Nintendo Browser,187
2019-10-30,Bluebeam Revu Browser - cef version: 57.0.0.0,158
2019-10-30,Papers2 Thumbnail Helper,158
2019-10-30,osee2unifiedRelease,146
2019-10-30,CyberCycloneBot,141
2019-10-30,"""Mozilla",121
2019-10-30,Playstation 3,116
2019-10-30,UCWEB,103
2019-10-30,Google-Test2,98
2019-10-30,snapchat.com,80
2019-10-30,Sephora 19.8,77
2019-10-30,(not set),76
2019-10-30,Seznam,67
2019-10-30,Playstation Vita Browser,57
2019-10-30,AdobeAIR,54
2019-10-30,Nokia Browser,52
2019-10-30,fuelbot,51
2019-10-30,Emb,49
2019-10-30,LeapPadUltimate,45
2019-10-30,Uzbl,45
2019-10-30,com.seekingalpha.webwrapper,45
2019-10-30,+Simple Browser,43
2019-10-30,IE with Chrome Frame,39
2019-10-30,NetFront,38
2019-10-30,iPhone,38
2019-10-30,Mobile IOS 9.0.1.1; Mozilla,32
2019-10-30,LeapPad3Explorer,30
2019-10-30,com.airfind.deltabrowser,29
2019-10-30,Nintendo 3DS Browser,28
2019-10-30,DingTalkBot-LinkService,27
2019-10-30,DoximityWebView,26
2019-10-30,Outlook-iOS,24
2019-10-30,pa11y,24
2019-10-30,LiveSlides,22
2019-10-30,DDG-Android-3.1.0,20
2019-10-30,LeapPadPlatinum,19
2019-10-30,bitdiscovery,19
2019-10-30,Airbnb,15
2019-10-30,Android Runtime,14
2019-10-30,Lunascape,14
2019-10-30,NE3,14
2019-10-30,ZhihuHybrid DefaultBrowser osee2unifiedRelease,14
2019-10-30,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,14
2019-10-30,CareDroidMedications,13
2019-10-30,Windows NT 6.1,12
2019-10-30,YE,12
2019-10-30,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-8.6.0-Mozilla,11
2019-10-30,Sephora 19.7,11
2019-10-31,Chrome,21921706
2019-10-31,Safari,11745865
2019-10-31,Internet Explorer,3388840
2019-10-31,Edge,1978974
2019-10-31,Firefox,1873144
2019-10-31,Samsung Internet,984419
2019-10-31,Safari (in-app),335446
2019-10-31,Android Webview,326432
2019-10-31,Opera,127320
2019-10-31,Amazon Silk,88020
2019-10-31,Opera Mini,69780
2019-10-31,UC Browser,43915
2019-10-31,YaBrowser,25513
2019-10-31,Mercari_d,20185
2019-10-31,Mozilla Compatible Agent,10482
2019-10-31,Android Browser,8099
2019-10-31,Coc Coc,5931
2019-10-31,Puffin,2460
2019-10-31,ThousandEyes,2014
2019-10-31,Mozilla,1886
2019-10-31,SeaMonkey,1697
2019-10-31,BlackBerry,1492
2019-10-31,Playstation 4,1379
2019-10-31,Maxthon,1246
2019-10-31,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,968
2019-10-31,Amazon.com,910
2019-10-31,Carousel,584
2019-10-31,IRS - TRG19-01Loeim,576
2019-10-31,United States Postal Service - TRG19-01Loeim,575
2019-10-31,candroid,463
2019-10-31,[FBAN,405
2019-10-31,Iron,371
2019-10-31,MagentaNews,366
2019-10-31,MRCHROME,357
2019-10-31,BestBuy,326
2019-10-31,StatusCake_Pagespeed_Indev,279
2019-10-31,Papers,244
2019-10-31,Nintendo Browser,242
2019-10-31,Netscape,200
2019-10-31,Bluebeam Revu Browser - cef version: 57.0.0.0,139
2019-10-31,UCWEB,137
2019-10-31,osee2unifiedRelease,125
2019-10-31,Google-Test2,108
2019-10-31,Playstation 3,94
2019-10-31,iPhone,89
2019-10-31,"""Mozilla",87
2019-10-31,fuelbot,77
2019-10-31,Nokia Browser,69
2019-10-31,Seznam,62
2019-10-31,Sephora 19.8,60
2019-10-31,(not set),56
2019-10-31,CyberCycloneBot,51
2019-10-31,AdobeAIR,50
2019-10-31,Playstation Vita Browser,50
2019-10-31,Uzbl,50
2019-10-31,snapchat.com,48
2019-10-31,Mobile IOS 9.0.1.1; Mozilla,44
2019-10-31,LeapPadUltimate,40
2019-10-31,NetFront,40
2019-10-31,DoximityWebView,39
2019-10-31,com.airfind.deltabrowser,39
2019-10-31,Emb,38
2019-10-31,com.seekingalpha.webwrapper,31
2019-10-31,DingTalkBot-LinkService,30
2019-10-31,bitdiscovery,28
2019-10-31,IE with Chrome Frame,27
2019-10-31,NE3,26
2019-10-31,Outlook-iOS,24
2019-10-31,pa11y,24
2019-10-31,+Simple Browser,22
2019-10-31,DDG-Android-3.1.0,22
2019-10-31,Airbnb,19
2019-10-31,LeapPad3Explorer,17
2019-10-31,MUDV4,17
2019-10-31,Android ExpediaBookings,15
2019-10-31,LiveSlides,15
2019-10-31,Nintendo 3DS Browser,15
2019-10-31,YE,14
2019-10-31,Android Runtime,13
2019-10-31,Lunascape,13
2019-10-31,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-8.6.0-Mozilla,12
2019-10-31,LeapPadPlatinum,12
2019-10-31,Sephora 19.7,12
2019-10-31,unknown BingWeb,12
2019-10-31,Infowars Android,11
2019-10-31,Windows NT 6.1,11
2019-10-31,ZhihuHybrid DefaultBrowser osee2unifiedRelease,11
2019-10-31,https:,11
2019-11-01,Chrome,19606997
2019-11-01,Safari,10975043
2019-11-01,Internet Explorer,2914039
2019-11-01,Edge,1726227
2019-11-01,Firefox,1615189
2019-11-01,Samsung Internet,938576
2019-11-01,Safari (in-app),319423
2019-11-01,Android Webview,311059
2019-11-01,Opera,117302
2019-11-01,Amazon Silk,78756
2019-11-01,Opera Mini,62103
2019-11-01,UC Browser,43024
2019-11-01,YaBrowser,23782
2019-11-01,Mercari_d,18346
2019-11-01,Mozilla Compatible Agent,9540
2019-11-01,Android Browser,8119
2019-11-01,Coc Coc,5276
2019-11-01,Puffin,2241
2019-11-01,ThousandEyes,2013
2019-11-01,Mozilla,1838
2019-11-01,SeaMonkey,1412
2019-11-01,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1355
2019-11-01,BlackBerry,1325
2019-11-01,Playstation 4,1242
2019-11-01,Maxthon,1092
2019-11-01,Amazon.com,898
2019-11-01,BestBuy,770
2019-11-01,United States Postal Service - TRG19-01Loeim,576
2019-11-01,IRS - TRG19-01Loeim,574
2019-11-01,Carousel,567
2019-11-01,MagentaNews,475
2019-11-01,[FBAN,438
2019-11-01,Iron,391
2019-11-01,MRCHROME,369
2019-11-01,candroid,350
2019-11-01,StatusCake_Pagespeed_Indev,278
2019-11-01,Netscape,210
2019-11-01,Papers,192
2019-11-01,Nintendo Browser,146
2019-11-01,Papers2 Thumbnail Helper,128
2019-11-01,UCWEB,128
2019-11-01,"""Mozilla",120
2019-11-01,Bluebeam Revu Browser - cef version: 57.0.0.0,111
2019-11-01,osee2unifiedRelease,111
2019-11-01,Google-Test2,87
2019-11-01,Playstation 3,83
2019-11-01,Sephora 19.8,75
2019-11-01,com.seekingalpha.webwrapper,66
2019-11-01,Playstation Vita Browser,63
2019-11-01,AdobeAIR,59
2019-11-01,LeapPad3Explorer,59
2019-11-01,Seznam,53
2019-11-01,Nokia Browser,52
2019-11-01,(not set),51
2019-11-01,NetFront,51
2019-11-01,LeapPadUltimate,48
2019-11-01,fuelbot,44
2019-11-01,iPhone,42
2019-11-01,Uzbl,40
2019-11-01,Mobile IOS 9.0.1.1; Mozilla,34
2019-11-01,com.airfind.deltabrowser,33
2019-11-01,Emb,32
2019-11-01,Outlook-iOS,32
2019-11-01,bitdiscovery,31
2019-11-01,DoximityWebView,28
2019-11-01,+Simple Browser,25
2019-11-01,pa11y,25
2019-11-01,unknown BingWeb,23
2019-11-01,IE with Chrome Frame,22
2019-11-01,LeapPadPlatinum,22
2019-11-01,ulta-app-ios,20
2019-11-01,YE,19
2019-11-01,Infowars Android,18
2019-11-01,LiveSlides,17
2019-11-01,MUDV4,17
2019-11-01,Airbnb,16
2019-11-01,Lunascape,16
2019-11-01,Box,15
2019-11-01,DDG-Android-3.1.0,15
2019-11-01,Instagram 117.0.0.23.163,15
2019-11-01,Instagram 116.0.0.24.361,14
2019-11-01,Android Runtime,13
2019-11-01,snapchat.com,13
2019-11-01,Camino,12
2019-11-01,Nintendo 3DS Browser,12
2019-11-01,WebPageImager,12
2019-11-01,netdisk;2.2.2;pc;pc-mac;10.14.5;macbaiduyunguanjia,12
2019-11-02,Chrome,12933590
2019-11-02,Safari,9005167
2019-11-02,Edge,1057718
2019-11-02,Firefox,1038120
2019-11-02,Samsung Internet,796303
2019-11-02,Internet Explorer,769904
2019-11-02,Android Webview,299354
2019-11-02,Safari (in-app),280510
2019-11-02,Opera,107494
2019-11-02,Amazon Silk,71599
2019-11-02,Opera Mini,59709
2019-11-02,UC Browser,43252
2019-11-02,YaBrowser,25025
2019-11-02,Mercari_d,14480
2019-11-02,Mozilla Compatible Agent,8114
2019-11-02,Android Browser,6868
2019-11-02,Coc Coc,4709
2019-11-02,ThousandEyes,2013
2019-11-02,Puffin,1959
2019-11-02,Playstation 4,1208
2019-11-02,Mozilla,1193
2019-11-02,SeaMonkey,1174
2019-11-02,BlackBerry,1173
2019-11-02,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1142
2019-11-02,Amazon.com,989
2019-11-02,Maxthon,969
2019-11-02,BestBuy,736
2019-11-02,Papers,669
2019-11-02,IRS - TRG19-01Loeim,576
2019-11-02,United States Postal Service - TRG19-01Loeim,574
2019-11-02,Carousel,536
2019-11-02,MagentaNews,483
2019-11-02,MRCHROME,377
2019-11-02,[FBAN,302
2019-11-02,StatusCake_Pagespeed_Indev,269
2019-11-02,candroid,255
2019-11-02,Iron,195
2019-11-02,Netscape,185
2019-11-02,Nintendo Browser,156
2019-11-02,osee2unifiedRelease,120
2019-11-02,fuelbot,119
2019-11-02,UCWEB,102
2019-11-02,Playstation 3,96
2019-11-02,Google-Test2,84
2019-11-02,LeapPadUltimate,66
2019-11-02,AdobeAIR,63
2019-11-02,LeapPad3Explorer,59
2019-11-02,Sephora 19.8,59
2019-11-02,Nokia Browser,58
2019-11-02,Playstation Vita Browser,58
2019-11-02,Seznam,57
2019-11-02,(not set),55
2019-11-02,Uzbl,50
2019-11-02,DoximityWebView,41
2019-11-02,Papers2 Thumbnail Helper,40
2019-11-02,iPhone,40
2019-11-02,LeapPadPlatinum,33
2019-11-02,+Simple Browser,31
2019-11-02,Emb,31
2019-11-02,pa11y,31
2019-11-02,unknown BingWeb,31
2019-11-02,NetFront,29
2019-11-02,bitdiscovery,28
2019-11-02,"""Mozilla",27
2019-11-02,Windows NT 6.1,26
2019-11-02,Mobile IOS 9.0.1.1; Mozilla,20
2019-11-02,com.airfind.deltabrowser,18
2019-11-02,DDG-Android-3.1.0,17
2019-11-02,YE,16
2019-11-02,ulta-app-ios,16
2019-11-02,Airbnb,15
2019-11-02,snapchat.com,15
2019-11-02,iMozilla,14
2019-11-02,LiveSlides,13
2019-11-02,Nintendo 3DS Browser,13
2019-11-02,ZhihuHybrid DefaultBrowser osee2unifiedRelease,13
2019-11-02,IE with Chrome Frame,12
2019-11-02,Sephora 19.7.1,12
2019-11-02,com.seekingalpha.webwrapper,12
2019-11-02,Bluebeam Revu Browser - cef version: 57.0.0.0,11
2019-11-02,Lunascape,11
2019-11-02,Sephora 19.7,11
2019-11-03,Chrome,14635020
2019-11-03,Safari,8996505
2019-11-03,Edge,1241646
2019-11-03,Firefox,1195819
2019-11-03,Internet Explorer,829296
2019-11-03,Samsung Internet,734842
2019-11-03,Android Webview,298591
2019-11-03,Safari (in-app),261152
2019-11-03,Opera,129731
2019-11-03,Opera Mini,69461
2019-11-03,Amazon Silk,69405
2019-11-03,UC Browser,47273
2019-11-03,YaBrowser,35552
2019-11-03,Mozilla Compatible Agent,9275
2019-11-03,Mercari_d,8804
2019-11-03,Android Browser,7410
2019-11-03,Coc Coc,5883
2019-11-03,Puffin,2131
2019-11-03,ThousandEyes,2095
2019-11-03,Maxthon,1377
2019-11-03,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1345
2019-11-03,Playstation 4,1304
2019-11-03,SeaMonkey,1256
2019-11-03,Mozilla,1198
2019-11-03,BlackBerry,1187
2019-11-03,Amazon.com,1080
2019-11-03,Papers,646
2019-11-03,IRS - TRG19-01Loeim,600
2019-11-03,United States Postal Service - TRG19-01Loeim,600
2019-11-03,MRCHROME,585
2019-11-03,Carousel,529
2019-11-03,MagentaNews,460
2019-11-03,candroid,453
2019-11-03,[FBAN,336
2019-11-03,StatusCake_Pagespeed_Indev,312
2019-11-03,BestBuy,266
2019-11-03,Netscape,195
2019-11-03,Iron,146
2019-11-03,UCWEB,139
2019-11-03,osee2unifiedRelease,138
2019-11-03,Nintendo Browser,134
2019-11-03,"""Mozilla",89
2019-11-03,LeapPadUltimate,86
2019-11-03,Playstation 3,84
2019-11-03,Seznam,70
2019-11-03,AdobeAIR,65
2019-11-03,Sephora 19.8,62
2019-11-03,iPhone,60
2019-11-03,Nokia Browser,59
2019-11-03,Google-Test2,58
2019-11-03,LeapPad3Explorer,54
2019-11-03,Playstation Vita Browser,51
2019-11-03,Uzbl,49
2019-11-03,DoximityWebView,43
2019-11-03,unknown BingWeb,39
2019-11-03,LeapPadPlatinum,36
2019-11-03,(not set),35
2019-11-03,Emb,31
2019-11-03,NetFront,27
2019-11-03,fuelbot,27
2019-11-03,+Simple Browser,26
2019-11-03,YE,24
2019-11-03,bitdiscovery,24
2019-11-03,com.airfind.deltabrowser,24
2019-11-03,pa11y,24
2019-11-03,Airbnb,21
2019-11-03,Bluebeam Revu Browser - cef version: 57.0.0.0,21
2019-11-03,Windows NT 6.1,21
2019-11-03,Mobile IOS 9.0.1.1; Mozilla,20
2019-11-03,DDG-Android-3.1.0,19
2019-11-03,Outlook-iOS,17
2019-11-03,Sephora 19.7.1,17
2019-11-03,MUDV4,15
2019-11-03,com.seekingalpha.webwrapper,15
2019-11-03,IE with Chrome Frame,13
2019-11-03,Lunascape,13
2019-11-03,Sephora 19.7,13
2019-11-03,WebPageImager,13
2019-11-03,Instagram 117.0.0.23.163,12
2019-11-03,Nintendo 3DS Browser,12
2019-11-03,Bloomberg|iOS|13.1.3|5.14.1|a99ce588ff373cade39a08f7c169d6208e33a235,11
2019-11-03,Camino,11
2019-11-03,CyberCycloneBot,11
2019-11-03,LiveSlides,11
2019-11-04,Chrome,26061836
2019-11-04,Safari,12860745
2019-11-04,Internet Explorer,3844542
2019-11-04,Edge,2364308
2019-11-04,Firefox,2257861
2019-11-04,Samsung Internet,1082062
2019-11-04,Safari (in-app),378907
2019-11-04,Android Webview,374978
2019-11-04,Opera,195290
2019-11-04,Amazon Silk,83651
2019-11-04,Opera Mini,78819
2019-11-04,YaBrowser,58708
2019-11-04,UC Browser,52408
2019-11-04,Mercari_d,22459
2019-11-04,Mozilla Compatible Agent,11478
2019-11-04,Android Browser,8885
2019-11-04,Coc Coc,6512
2019-11-04,Puffin,2879
2019-11-04,ThousandEyes,2011
2019-11-04,Mozilla,1903
2019-11-04,Amazon.com,1713
2019-11-04,Maxthon,1618
2019-11-04,SeaMonkey,1615
2019-11-04,BlackBerry,1541
2019-11-04,Playstation 4,1323
2019-11-04,Lore Document Collector 1bb1dbb613d0db2041e35f52fea672c7,1108
2019-11-04,BestBuy,795
2019-11-04,MRCHROME,733
2019-11-04,candroid,702
2019-11-04,Papers,585
2019-11-04,United States Postal Service - TRG19-01Loeim,576
2019-11-04,IRS - TRG19-01Loeim,574
2019-11-04,Carousel,540
2019-11-04,[FBAN,453
2019-11-04,Iron,402
2019-11-04,MagentaNews,333
2019-11-04,StatusCake_Pagespeed_Indev,313
2019-11-04,Netscape,196
2019-11-04,Bluebeam Revu Browser - cef version: 57.0.0.0,157
2019-11-04,UCWEB,157
2019-11-04,Sephora 19.8,154
2019-11-04,Emb,145
2019-11-04,Nintendo Browser,145
2019-11-04,fuelbot,135
2019-11-04,osee2unifiedRelease,131
2019-11-04,"""Mozilla",129
2019-11-04,Playstation 3,92
2019-11-04,Seznam,83
2019-11-04,Nokia Browser,81
2019-11-04,com.airfind.deltabrowser,78
2019-11-04,LeapPadUltimate,66
2019-11-04,iPhone,65
2019-11-04,CyberCycloneBot,58
2019-11-04,(not set),54
2019-11-04,Playstation Vita Browser,52
2019-11-04,AdobeAIR,51
2019-11-04,Uzbl,51
2019-11-04,ulta-app-ios,44
2019-11-04,Google-Test2,42
2019-11-04,YE,38
2019-11-04,unknown BingWeb,36
2019-11-04,NetFront,34
2019-11-04,+Simple Browser,28
2019-11-04,DingTalkBot-LinkService,27
2019-11-04,ZhihuHybrid DefaultBrowser osee2unifiedRelease,27
2019-11-04,Outlook-iOS,25
2019-11-04,Airbnb,24
2019-11-04,IE with Chrome Frame,24
2019-11-04,pa11y,24
2019-11-04,Mobile IOS 9.0.1.1; Mozilla,23
2019-11-04,DoximityWebView,22
2019-11-04,Lunascape,21
2019-11-04,bitdiscovery,21
2019-11-04,Box,20
2019-11-04,Sephora 19.7,19
2019-11-04,DDG-Android-3.1.0,18
2019-11-04,Android Runtime,17
2019-11-04,MUDV4,17
2019-11-04,LeapPad3Explorer,16
2019-11-04,com.seekingalpha.webwrapper,16
2019-11-04,Instagram 117.0.0.23.163,15
2019-11-04,Nintendo 3DS Browser,14
2019-11-04,LeapPadPlatinum,13
2019-11-04,NE3,13
2019-11-04,Windows NT 6.1,13
2019-11-04,iPad,13
2019-11-04,LiveSlides,12
2019-11-04,Camino,11
2019-11-04,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-8.6.0-Mozilla,11
2019-11-04,ulta-app-android,11
2019-11-05,Chrome,25586377
2019-11-05,Safari,12807901
2019-11-05,Internet Explorer,3793679
2019-11-05,Edge,2257580
